Maximum,60.2,@,No.1980,,,,,,
1813,47.0,gf,2.884,mm,OK,--,3:15:22 PM,4/11/2026,
1814,46.6,gf,2.886,mm,OK,--,3:15:22 PM,4/11/2026,
1815,46.8,gf,2.887,mm,OK,--,3:15:22 PM,4/11/2026,
1816,46.6,gf,2.889,mm,OK,--,3:15:22 PM,4/11/2026,
1817,46.9,gf,2.891,mm,OK,--,3:15:22 PM,4/11/2026,
1818,46.9,gf,2.892,mm,OK,--,3:15:22 PM,4/11/2026,
1819,47.6,gf,2.894,mm,OK,--,3:15:22 PM,4/11/2026,
1820,46.5,gf,2.895,mm,OK,--,3:15:22 PM,4/11/2026,
1821,47.7,gf,2.897,mm,OK,--,3:15:22 PM,4/11/2026,
1822,47.2,gf,2.899,mm,OK,--,3:15:22 PM,4/11/2026,
1823,47.2,gf,2.900,mm,OK,--,3:15:22 PM,4/11/2026,
1824,46.7,gf,2.902,mm,OK,--,3:15:22 PM,4/11/2026,
1825,47.3,gf,2.903,mm,OK,--,3:15:22 PM,4/11/2026,
1826,47.8,gf,2.905,mm,OK,--,3:15:22 PM,4/11/2026,
1827,47.1,gf,2.907,mm,OK,--,3:15:22 PM,4/11/2026,
1828,47.9,gf,2.908,mm,OK,--,3:15:22 PM,4/11/2026,
1829,47.9,gf,2.910,mm,OK,--,3:15:22 PM,4/11/2026,
1830,47.8,gf,2.911,mm,OK,--,3:15:22 PM,4/11/2026,
1831,48.0,gf,2.913,mm,OK,--,3:15:22 PM,4/11/2026,
1832,47.6,gf,2.915,mm,OK,--,3:15:22 PM,4/11/2026,
1833,47.3,gf,2.916,mm,OK,--,3:15:22 PM,4/11/2026,
1834,47.8,gf,2.918,mm,OK,--,3:15:22 PM,4/11/2026,
1835,47.6,gf,2.919,mm,OK,--,3:15:22 PM,4/11/2026,
1836,47.5,gf,2.921,mm,OK,--,3:15:22 PM,4/11/2026,
1837,48.5,gf,2.922,mm,OK,--,3:15:22 PM,4/11/2026,
1838,47.9,gf,2.924,mm,OK,--,3:15:22 PM,4/11/2026,
1839,48.3,gf,2.926,mm,OK,--,3:15:22 PM,4/11/2026,
1840,47.5,gf,2.927,mm,OK,--,3:15:22 PM,4/11/2026,
1841,48.2,gf,2.929,mm,OK,--,3:15:22 PM,4/11/2026,
1842,48.7,gf,2.930,mm,OK,--,3:15:22 PM,4/11/2026,
1843,47.9,gf,2.932,mm,OK,--,3:15:22 PM,4/11/2026,
1844,48.7,gf,2.934,mm,OK,--,3:15:22 PM,4/11/2026,
1845,48.6,gf,2.935,mm,OK,--,3:15:22 PM,4/11/2026,
1846,48.3,gf,2.937,mm,OK,--,3:15:22 PM,4/11/2026,
1847,48.1,gf,2.938,mm,OK,--,3:15:22 PM,4/11/2026,
1848,48.3,gf,2.940,mm,OK,--,3:15:22 PM,4/11/2026,
1849,48.2,gf,2.942,mm,OK,--,3:15:22 PM,4/11/2026,
1850,48.3,gf,2.943,mm,OK,--,3:15:22 PM,4/11/2026,
1851,49.2,gf,2.945,mm,OK,--,3:15:22 PM,4/11/2026,
1852,48.3,gf,2.946,mm,OK,--,3:15:22 PM,4/11/2026,
1853,49.3,gf,2.948,mm,OK,--,3:15:22 PM,4/11/2026,
1854,48.4,gf,2.950,mm,OK,--,3:15:22 PM,4/11/2026,
1855,48.6,gf,2.951,mm,OK,--,3:15:22 PM,4/11/2026,
1856,49.4,gf,2.953,mm,OK,--,3:15:22 PM,4/11/2026,
1857,49.5,gf,2.954,mm,OK,--,3:15:22 PM,4/11/2026,
1858,48.8,gf,2.956,mm,OK,--,3:15:22 PM,4/11/2026,
1859,49.3,gf,2.958,mm,OK,--,3:15:22 PM,4/11/2026,
1860,49.5,gf,2.959,mm,OK,--,3:15:22 PM,4/11/2026,
1861,49.0,gf,2.961,mm,OK,--,3:15:22 PM,4/11/2026,
1862,49.2,gf,2.962,mm,OK,--,3:15:22 PM,4/11/2026,
1863,49.1,gf,2.964,mm,OK,--,3:15:22 PM,4/11/2026,
1864,49.4,gf,2.965,mm,OK,--,3:15:22 PM,4/11/2026,
1865,49.0,gf,2.967,mm,OK,--,3:15:22 PM,4/11/2026,
1866,49.7,gf,2.969,mm,OK,--,3:15:22 PM,4/11/2026,
1867,49.9,gf,2.970,mm,OK,--,3:15:22 PM,4/11/2026,
1868,50.0,gf,2.972,mm,OK,--,3:15:22 PM,4/11/2026,
1869,49.0,gf,2.973,mm,OK,--,3:15:22 PM,4/11/2026,
1870,49.3,gf,2.975,mm,OK,--,3:15:22 PM,4/11/2026,
1871,49.6,gf,2.977,mm,OK,--,3:15:22 PM,4/11/2026,
1872,49.5,gf,2.978,mm,OK,--,3:15:22 PM,4/11/2026,
1873,49.8,gf,2.980,mm,OK,--,3:15:22 PM,4/11/2026,
1874,50.4,gf,2.981,mm,OK,--,3:15:22 PM,4/11/2026,
1875,50.4,gf,2.983,mm,OK,--,3:15:22 PM,4/11/2026,
1876,49.3,gf,2.985,mm,OK,--,3:15:22 PM,4/11/2026,
1877,49.5,gf,2.986,mm,OK,--,3:15:22 PM,4/11/2026,
1878,50.5,gf,2.988,mm,OK,--,3:15:22 PM,4/11/2026,
1879,50.4,gf,2.989,mm,OK,--,3:15:22 PM,4/11/2026,
1880,50.1,gf,2.991,mm,OK,--,3:15:22 PM,4/11/2026,
1881,50.1,gf,2.992,mm,OK,--,3:15:22 PM,4/11/2026,
1882,50.6,gf,2.994,mm,OK,--,3:15:22 PM,4/11/2026,
1883,50.8,gf,2.996,mm,OK,--,3:15:22 PM,4/11/2026,
1884,50.0,gf,2.997,mm,OK,--,3:15:22 PM,4/11/2026,
1885,50.1,gf,2.999,mm,OK,--,3:15:22 PM,4/11/2026,
1886,50.9,gf,3.000,mm,OK,--,3:15:22 PM,4/11/2026,
1887,50.3,gf,3.002,mm,OK,--,3:15:22 PM,4/11/2026,
1888,50.7,gf,3.004,mm,OK,--,3:15:22 PM,4/11/2026,
1889,50.6,gf,3.005,mm,OK,--,3:15:22 PM,4/11/2026,
1890,50.4,gf,3.007,mm,OK,--,3:15:22 PM,4/11/2026,
1891,51.0,gf,3.008,mm,OK,--,3:15:22 PM,4/11/2026,
1892,50.2,gf,3.010,mm,OK,--,3:15:22 PM,4/11/2026,
1893,50.8,gf,3.012,mm,OK,--,3:15:22 PM,4/11/2026,
1894,50.4,gf,3.013,mm,OK,--,3:15:22 PM,4/11/2026,
1895,51.4,gf,3.015,mm,OK,--,3:15:22 PM,4/11/2026,
1896,51.4,gf,3.016,mm,OK,--,3:15:22 PM,4/11/2026,
1897,50.8,gf,3.018,mm,OK,--,3:15:22 PM,4/11/2026,
1898,51.1,gf,3.020,mm,OK,--,3:15:22 PM,4/11/2026,
1899,51.0,gf,3.021,mm,OK,--,3:15:22 PM,4/11/2026,
1900,51.4,gf,3.023,mm,OK,--,3:15:22 PM,4/11/2026,
1901,50.9,gf,3.024,mm,OK,--,3:15:22 PM,4/11/2026,
1902,51.2,gf,3.026,mm,OK,--,3:15:22 PM,4/11/2026,
1903,51.6,gf,3.027,mm,OK,--,3:15:22 PM,4/11/2026,
1904,50.8,gf,3.029,mm,OK,--,3:15:22 PM,4/11/2026,
1905,51.0,gf,3.031,mm,OK,--,3:15:22 PM,4/11/2026,
1906,50.9,gf,3.032,mm,OK,--,3:15:22 PM,4/11/2026,
1907,52.0,gf,3.034,mm,OK,--,3:15:22 PM,4/11/2026,
1908,51.8,gf,3.035,mm,OK,--,3:15:22 PM,4/11/2026,
1909,51.3,gf,3.037,mm,OK,--,3:15:22 PM,4/11/2026,
1910,52.2,gf,3.039,mm,OK,--,3:15:22 PM,4/11/2026,
1911,51.7,gf,3.040,mm,OK,--,3:15:22 PM,4/11/2026,
1912,51.8,gf,3.042,mm,OK,--,3:15:22 PM,4/11/2026,
1913,51.5,gf,3.043,mm,OK,--,3:15:22 PM,4/11/2026,
1914,51.7,gf,3.045,mm,OK,--,3:15:22 PM,4/11/2026,
1915,52.2,gf,3.047,mm,OK,--,3:15:22 PM,4/11/2026,
1916,52.1,gf,3.048,mm,OK,--,3:15:22 PM,4/11/2026,
1917,52.1,gf,3.050,mm,OK,--,3:15:22 PM,4/11/2026,
1918,52.1,gf,3.051,mm,OK,--,3:15:22 PM,4/11/2026,
1919,52.3,gf,3.053,mm,OK,--,3:15:22 PM,4/11/2026,
1920,51.6,gf,3.055,mm,OK,--,3:15:22 PM,4/11/2026,
1921,51.7,gf,3.056,mm,OK,--,3:15:22 PM,4/11/2026,
1922,52.7,gf,3.058,mm,OK,--,3:15:22 PM,4/11/2026,
1923,52.6,gf,3.059,mm,OK,--,3:15:22 PM,4/11/2026,
1924,52.3,gf,3.061,mm,OK,--,3:15:22 PM,4/11/2026,
1925,52.7,gf,3.063,mm,OK,--,3:15:22 PM,4/11/2026,
1926,52.6,gf,3.064,mm,OK,--,3:15:22 PM,4/11/2026,
1927,53.1,gf,3.066,mm,OK,--,3:15:22 PM,4/11/2026,
1928,52.6,gf,3.067,mm,OK,--,3:15:22 PM,4/11/2026,
1929,52.7,gf,3.069,mm,OK,--,3:15:22 PM,4/11/2026,
1930,52.2,gf,3.070,mm,OK,--,3:15:22 PM,4/11/2026,
1931,52.3,gf,3.072,mm,OK,--,3:15:22 PM,4/11/2026,
1932,52.6,gf,3.074,mm,OK,--,3:15:22 PM,4/11/2026,
1933,52.4,gf,3.075,mm,OK,--,3:15:22 PM,4/11/2026,
1934,52.5,gf,3.077,mm,OK,--,3:15:22 PM,4/11/2026,
1935,52.6,gf,3.078,mm,OK,--,3:15:22 PM,4/11/2026,
1936,53.3,gf,3.080,mm,OK,--,3:15:22 PM,4/11/2026,
1937,53.5,gf,3.082,mm,OK,--,3:15:22 PM,4/11/2026,
1938,52.9,gf,3.083,mm,OK,--,3:15:22 PM,4/11/2026,
1939,52.8,gf,3.085,mm,OK,--,3:15:22 PM,4/11/2026,
1940,53.6,gf,3.086,mm,OK,--,3:15:22 PM,4/11/2026,
1941,53.5,gf,3.088,mm,OK,--,3:15:22 PM,4/11/2026,
1942,52.8,gf,3.090,mm,OK,--,3:15:22 PM,4/11/2026,
1943,53.3,gf,3.091,mm,OK,--,3:15:22 PM,4/11/2026,
1944,53.5,gf,3.093,mm,OK,--,3:15:22 PM,4/11/2026,
1945,53.4,gf,3.094,mm,OK,--,3:15:22 PM,4/11/2026,
1946,53.1,gf,3.096,mm,OK,--,3:15:22 PM,4/11/2026,
1947,53.3,gf,3.098,mm,OK,--,3:15:22 PM,4/11/2026,
1948,54.0,gf,3.099,mm,OK,--,3:15:22 PM,4/11/2026,
1949,54.1,gf,3.101,mm,OK,--,3:15:22 PM,4/11/2026,
1950,53.4,gf,3.102,mm,OK,--,3:15:22 PM,4/11/2026,
1951,53.2,gf,3.104,mm,OK,--,3:15:22 PM,4/11/2026,
1952,54.1,gf,3.105,mm,OK,--,3:15:22 PM,4/11/2026,
1953,54.1,gf,3.107,mm,OK,--,3:15:22 PM,4/11/2026,
1954,53.4,gf,3.109,mm,OK,--,3:15:22 PM,4/11/2026,
1955,53.5,gf,3.110,mm,OK,--,3:15:22 PM,4/11/2026,
1956,54.2,gf,3.112,mm,OK,--,3:15:22 PM,4/11/2026,
1957,53.9,gf,3.113,mm,OK,--,3:15:22 PM,4/11/2026,
1958,54.1,gf,3.115,mm,OK,--,3:15:22 PM,4/11/2026,
1959,53.9,gf,3.117,mm,OK,--,3:15:22 PM,4/11/2026,
1960,54.6,gf,3.118,mm,OK,--,3:15:22 PM,4/11/2026,
1961,54.8,gf,3.120,mm,OK,--,3:15:22 PM,4/11/2026,
1962,53.9,gf,3.121,mm,OK,--,3:15:22 PM,4/11/2026,
1963,54.8,gf,3.123,mm,OK,--,3:15:22 PM,4/11/2026,
1964,54.1,gf,3.125,mm,OK,--,3:15:22 PM,4/11/2026,
1965,54.4,gf,3.126,mm,OK,--,3:15:22 PM,4/11/2026,
1966,54.9,gf,3.128,mm,OK,--,3:15:22 PM,4/11/2026,
1967,55.1,gf,3.129,mm,OK,--,3:15:22 PM,4/11/2026,
1968,54.0,gf,3.131,mm,OK,--,3:15:22 PM,4/11/2026,
1969,54.1,gf,3.133,mm,OK,--,3:15:22 PM,4/11/2026,
1970,54.7,gf,3.134,mm,OK,--,3:15:22 PM,4/11/2026,
1971,55.1,gf,3.136,mm,OK,--,3:15:22 PM,4/11/2026,
1972,54.2,gf,3.137,mm,OK,--,3:15:22 PM,4/11/2026,
1973,54.4,gf,3.139,mm,OK,--,3:15:22 PM,4/11/2026,
1974,54.4,gf,3.140,mm,OK,--,3:15:22 PM,4/11/2026,
1975,55.4,gf,3.142,mm,OK,--,3:15:22 PM,4/11/2026,
1976,54.4,gf,3.144,mm,OK,--,3:15:22 PM,4/11/2026,
1977,55.5,gf,3.145,mm,OK,--,3:15:22 PM,4/11/2026,
1978,55.4,gf,3.147,mm,OK,--,3:15:22 PM,4/11/2026,
1979,54.9,gf,3.148,mm,OK,--,3:15:22 PM,4/11/2026,
1980,55.5,gf,3.150,mm,OK,--,3:15:22 PM,4/11/2026,
1981,55.1,gf,3.152,mm,OK,--,3:15:22 PM,4/11/2026,
1982,54.8,gf,3.153,mm,OK,--,3:15:22 PM,4/11/2026,
1983,55.2,gf,3.155,mm,OK,--,3:15:22 PM,4/11/2026,
1984,55.9,gf,3.156,mm,OK,--,3:15:22 PM,4/11/2026,
1985,55.3,gf,3.158,mm,OK,--,3:15:22 PM,4/11/2026,
1986,55.2,gf,3.160,mm,OK,--,3:15:22 PM,4/11/2026,
1987,55.8,gf,3.161,mm,OK,--,3:15:22 PM,4/11/2026,
1988,56.0,gf,3.163,mm,OK,--,3:15:22 PM,4/11/2026,
1989,55.3,gf,3.164,mm,OK,--,3:15:22 PM,4/11/2026,
1990,56.3,gf,3.166,mm,OK,--,3:15:22 PM,4/11/2026,
1991,55.9,gf,3.167,mm,OK,--,3:15:22 PM,4/11/2026,
1992,55.6,gf,3.169,mm,OK,--,3:15:22 PM,4/11/2026,
1993,56.1,gf,3.171,mm,OK,--,3:15:22 PM,4/11/2026,
1994,55.5,gf,3.172,mm,OK,--,3:15:22 PM,4/11/2026,
1995,56.5,gf,3.174,mm,OK,--,3:15:22 PM,4/11/2026,
1996,55.6,gf,3.175,mm,OK,--,3:15:22 PM,4/11/2026,
1997,56.2,gf,3.177,mm,OK,--,3:15:22 PM,4/11/2026,
1998,55.5,gf,3.179,mm,OK,--,3:15:22 PM,4/11/2026,
1999,55.6,gf,3.180,mm,OK,--,3:15:22 PM,4/11/2026,
2000,56.1,gf,3.182,mm,OK,--,3:15:22 PM,4/11/2026,
2001,56.4,gf,3.183,mm,OK,--,3:15:22 PM,4/11/2026,
2002,56.6,gf,3.185,mm,OK,--,3:15:22 PM,4/11/2026,
2003,56.1,gf,3.187,mm,OK,--,3:15:22 PM,4/11/2026,
2004,56.8,gf,3.188,mm,OK,--,3:15:22 PM,4/11/2026,
2005,56.3,gf,3.190,mm,OK,--,3:15:22 PM,4/11/2026,
2006,56.7,gf,3.191,mm,OK,--,3:15:22 PM,4/11/2026,
2007,56.7,gf,3.193,mm,OK,--,3:15:22 PM,4/11/2026,
2008,56.3,gf,3.195,mm,OK,--,3:15:22 PM,4/11/2026,
2009,56.3,gf,3.196,mm,OK,--,3:15:22 PM,4/11/2026,
2010,56.7,gf,3.198,mm,OK,--,3:15:22 PM,4/11/2026,
2011,57.1,gf,3.199,mm,OK,--,3:15:22 PM,4/11/2026,
2012,57.1,gf,3.201,mm,OK,--,3:15:22 PM,4/11/2026,
2013,56.6,gf,3.203,mm,OK,--,3:15:22 PM,4/11/2026,
2014,57.1,gf,3.204,mm,OK,--,3:15:22 PM,4/11/2026,
2015,56.8,gf,3.206,mm,OK,--,3:15:22 PM,4/11/2026,
2016,57.3,gf,3.207,mm,OK,--,3:15:22 PM,4/11/2026,
2017,57.5,gf,3.209,mm,OK,--,3:15:22 PM,4/11/2026,
2018,56.8,gf,3.210,mm,OK,--,3:15:22 PM,4/11/2026,
2019,57.1,gf,3.212,mm,OK,--,3:15:22 PM,4/11/2026,
2020,57.5,gf,3.214,mm,OK,--,3:15:22 PM,4/11/2026,
2021,57.3,gf,3.215,mm,OK,--,3:15:22 PM,4/11/2026,
2022,57.6,gf,3.217,mm,OK,--,3:15:22 PM,4/11/2026,
2023,57.2,gf,3.218,mm,OK,--,3:15:22 PM,4/11/2026,
2024,57.1,gf,3.220,mm,OK,--,3:15:22 PM,4/11/2026,
2025,57.1,gf,3.222,mm,OK,--,3:15:22 PM,4/11/2026,
2026,57.8,gf,3.223,mm,OK,--,3:15:22 PM,4/11/2026,
2027,58.1,gf,3.225,mm,OK,--,3:15:22 PM,4/11/2026,
2028,57.5,gf,3.226,mm,OK,--,3:15:22 PM,4/11/2026,
2029,57.6,gf,3.228,mm,OK,--,3:15:22 PM,4/11/2026,
2030,58.1,gf,3.230,mm,OK,--,3:15:22 PM,4/11/2026,
2031,58.3,gf,3.231,mm,OK,--,3:15:22 PM,4/11/2026,
2032,58.2,gf,3.233,mm,OK,--,3:15:22 PM,4/11/2026,
2033,57.6,gf,3.234,mm,OK,--,3:15:22 PM,4/11/2026,
2034,58.0,gf,3.236,mm,OK,--,3:15:22 PM,4/11/2026,
2035,57.6,gf,3.238,mm,OK,--,3:15:22 PM,4/11/2026,
2036,58.2,gf,3.239,mm,OK,--,3:15:22 PM,4/11/2026,
2037,57.8,gf,3.241,mm,OK,--,3:15:22 PM,4/11/2026,
2038,58.3,gf,3.242,mm,OK,--,3:15:22 PM,4/11/2026,
2039,58.4,gf,3.244,mm,OK,--,3:15:22 PM,4/11/2026,
2040,58.2,gf,3.245,mm,OK,--,3:15:22 PM,4/11/2026,
2041,58.7,gf,3.247,mm,OK,--,3:15:22 PM,4/11/2026,
2042,58.8,gf,3.249,mm,OK,--,3:15:22 PM,4/11/2026,
2043,58.0,gf,3.250,mm,OK,--,3:15:22 PM,4/11/2026,
2044,59.0,gf,3.252,mm,OK,--,3:15:22 PM,4/11/2026,
2045,58.9,gf,3.253,mm,OK,--,3:15:22 PM,4/11/2026,
2046,58.5,gf,3.255,mm,OK,--,3:15:22 PM,4/11/2026,
2047,58.6,gf,3.257,mm,OK,--,3:15:22 PM,4/11/2026,
2048,58.9,gf,3.258,mm,OK,--,3:15:22 PM,4/11/2026,
2049,58.2,gf,3.260,mm,OK,--,3:15:22 PM,4/11/2026,
2050,59.2,gf,3.261,mm,OK,--,3:15:22 PM,4/11/2026,
2051,59.0,gf,3.263,mm,OK,--,3:15:22 PM,4/11/2026,
2052,58.3,gf,3.265,mm,OK,--,3:15:22 PM,4/11/2026,
2053,58.9,gf,3.266,mm,OK,--,3:15:22 PM,4/11/2026,
2054,58.9,gf,3.268,mm,OK,--,3:15:22 PM,4/11/2026,
2055,59.5,gf,3.269,mm,OK,--,3:15:22 PM,4/11/2026,
2056,58.7,gf,3.271,mm,OK,--,3:15:22 PM,4/11/2026,
2057,58.7,gf,3.272,mm,OK,--,3:15:22 PM,4/11/2026,
2058,59.3,gf,3.274,mm,OK,--,3:15:22 PM,4/11/2026,
2059,59.0,gf,3.276,mm,OK,--,3:15:22 PM,4/11/2026,
2060,59.5,gf,3.277,mm,OK,--,3:15:22 PM,4/11/2026,
2061,59.2,gf,3.279,mm,OK,--,3:15:22 PM,4/11/2026,
2062,58.9,gf,3.280,mm,OK,--,3:15:22 PM,4/11/2026,
2063,59.7,gf,3.282,mm,OK,--,3:15:22 PM,4/11/2026,
2064,59.5,gf,3.284,mm,OK,--,3:15:22 PM,4/11/2026,
2065,59.0,gf,3.285,mm,OK,--,3:15:22 PM,4/11/2026,
2066,60.0,gf,3.287,mm,OK,--,3:15:22 PM,4/11/2026,
2067,59.6,gf,3.288,mm,OK,--,3:15:22 PM,4/11/2026,
2068,59.8,gf,3.290,mm,OK,--,3:15:22 PM,4/11/2026,
2069,59.8,gf,3.292,mm,OK,--,3:15:22 PM,4/11/2026,
2070,59.3,gf,3.293,mm,OK,--,3:15:22 PM,4/11/2026,
2071,60.1,gf,3.295,mm,OK,--,3:15:22 PM,4/11/2026,
2072,60.0,gf,3.296,mm,OK,--,3:15:22 PM,4/11/2026,
2073,60.1,gf,3.298,mm,OK,--,3:15:22 PM,4/11/2026,
2074,60.5,gf,3.300,mm,OK,--,3:15:22 PM,4/11/2026,
2075,60.1,gf,3.301,mm,OK,--,3:15:22 PM,4/11/2026,
2076,60.7,gf,3.303,mm,OK,--,3:15:22 PM,4/11/2026,
2077,61.4,gf,3.304,mm,OK,--,3:15:22 PM,4/11/2026,
2078,61.0,gf,3.306,mm,OK,--,3:15:22 PM,4/11/2026,
2079,61.6,gf,3.307,mm,OK,--,3:15:22 PM,4/11/2026,
2080,61.3,gf,3.309,mm,OK,--,3:15:22 PM,4/11/2026,
2081,61.8,gf,3.311,mm,OK,--,3:15:22 PM,4/11/2026,
2082,62.1,gf,3.312,mm,OK,--,3:15:22 PM,4/11/2026,
2083,63.3,gf,3.314,mm,OK,--,3:15:22 PM,4/11/2026,
2084,63.4,gf,3.315,mm,OK,--,3:15:22 PM,4/11/2026,
2085,63.6,gf,3.317,mm,OK,--,3:15:22 PM,4/11/2026,
2086,63.4,gf,3.319,mm,OK,--,3:15:22 PM,4/11/2026,
2087,64.2,gf,3.320,mm,OK,--,3:15:22 PM,4/11/2026,
2088,63.9,gf,3.322,mm,OK,--,3:15:22 PM,4/11/2026,
2089,64.7,gf,3.323,mm,OK,--,3:15:22 PM,4/11/2026,
2090,64.7,gf,3.325,mm,OK,--,3:15:22 PM,4/11/2026,
2091,65.5,gf,3.327,mm,OK,--,3:15:22 PM,4/11/2026,
2092,66.0,gf,3.328,mm,OK,--,3:15:22 PM,4/11/2026,
2093,65.6,gf,3.330,mm,OK,--,3:15:22 PM,4/11/2026,
2094,66.0,gf,3.331,mm,OK,--,3:15:22 PM,4/11/2026,
2095,66.1,gf,3.333,mm,OK,--,3:15:22 PM,4/11/2026,
2096,66.5,gf,3.335,mm,OK,--,3:15:22 PM,4/11/2026,
2097,67.1,gf,3.336,mm,OK,--,3:15:22 PM,4/11/2026,
2098,67.6,gf,3.338,mm,OK,--,3:15:22 PM,4/11/2026,
2099,67.6,gf,3.339,mm,OK,--,3:15:22 PM,4/11/2026,
2100,67.9,gf,3.341,mm,OK,--,3:15:22 PM,4/11/2026,
2101,68.3,gf,3.342,mm,OK,--,3:15:22 PM,4/11/2026,
2102,69.0,gf,3.344,mm,OK,--,3:15:22 PM,4/11/2026,
2103,69.0,gf,3.346,mm,OK,--,3:15:22 PM,4/11/2026,
2104,69.1,gf,3.347,mm,OK,--,3:15:22 PM,4/11/2026,
2105,70.3,gf,3.349,mm,OK,--,3:15:22 PM,4/11/2026,
2106,70.0,gf,3.350,mm,OK,--,3:15:22 PM,4/11/2026,
2107,70.1,gf,3.352,mm,OK,--,3:15:22 PM,4/11/2026,
2108,70.7,gf,3.354,mm,OK,--,3:15:22 PM,4/11/2026,
2109,71.4,gf,3.355,mm,OK,--,3:15:22 PM,4/11/2026,
2110,71.3,gf,3.357,mm,OK,--,3:15:22 PM,4/11/2026,
2111,71.6,gf,3.358,mm,OK,--,3:15:22 PM,4/11/2026,
2112,72.0,gf,3.360,mm,OK,--,3:15:22 PM,4/11/2026,
2113,72.5,gf,3.362,mm,OK,--,3:15:22 PM,4/11/2026,
2114,72.2,gf,3.363,mm,OK,--,3:15:22 PM,4/11/2026,
2115,72.8,gf,3.365,mm,OK,--,3:15:22 PM,4/11/2026,
2116,73.5,gf,3.366,mm,OK,--,3:15:22 PM,4/11/2026,
2117,73.2,gf,3.368,mm,OK,--,3:15:22 PM,4/11/2026,
2118,74.5,gf,3.370,mm,OK,--,3:15:22 PM,4/11/2026,
2119,74.1,gf,3.371,mm,OK,--,3:15:22 PM,4/11/2026,
2120,74.0,gf,3.373,mm,OK,--,3:15:22 PM,4/11/2026,
2121,74.9,gf,3.374,mm,OK,--,3:15:22 PM,4/11/2026,
2122,74.6,gf,3.376,mm,OK,--,3:15:22 PM,4/11/2026,
2123,76.1,gf,3.377,mm,OK,--,3:15:22 PM,4/11/2026,
2124,76.3,gf,3.379,mm,OK,--,3:15:22 PM,4/11/2026,
2125,76.4,gf,3.381,mm,OK,--,3:15:22 PM,4/11/2026,
2126,76.6,gf,3.382,mm,OK,--,3:15:22 PM,4/11/2026,
2127,76.6,gf,3.384,mm,OK,--,3:15:22 PM,4/11/2026,
2128,76.8,gf,3.385,mm,OK,--,3:15:22 PM,4/11/2026,
2129,77.6,gf,3.387,mm,OK,--,3:15:22 PM,4/11/2026,
2130,77.5,gf,3.389,mm,OK,--,3:15:22 PM,4/11/2026,
2131,78.3,gf,3.390,mm,OK,--,3:15:22 PM,4/11/2026,
2132,78.9,gf,3.392,mm,OK,--,3:15:22 PM,4/11/2026,
2133,78.1,gf,3.393,mm,OK,--,3:15:22 PM,4/11/2026,
2134,78.9,gf,3.395,mm,OK,--,3:15:22 PM,4/11/2026,
2135,79.7,gf,3.397,mm,OK,--,3:15:22 PM,4/11/2026,
2136,79.7,gf,3.398,mm,OK,--,3:15:22 PM,4/11/2026,
2137,79.8,gf,3.400,mm,OK,--,3:15:22 PM,4/11/2026,
2138,80.2,gf,3.401,mm,OK,--,3:15:22 PM,4/11/2026,
2139,80.0,gf,3.403,mm,OK,--,3:15:22 PM,4/11/2026,
2140,80.7,gf,3.405,mm,OK,--,3:15:22 PM,4/11/2026,
2141,81.4,gf,3.406,mm,OK,--,3:15:22 PM,4/11/2026,
2142,82.0,gf,3.408,mm,OK,--,3:15:22 PM,4/11/2026,
2143,81.9,gf,3.409,mm,OK,--,3:15:22 PM,4/11/2026,
2144,82.7,gf,3.411,mm,OK,--,3:15:22 PM,4/11/2026,
2145,82.6,gf,3.413,mm,OK,--,3:15:22 PM,4/11/2026,
2146,82.3,gf,3.414,mm,OK,--,3:15:22 PM,4/11/2026,
2147,83.6,gf,3.416,mm,OK,--,3:15:22 PM,4/11/2026,
2148,84.0,gf,3.417,mm,OK,--,3:15:22 PM,4/11/2026,
2149,83.4,gf,3.419,mm,OK,--,3:15:22 PM,4/11/2026,
2150,84.1,gf,3.420,mm,OK,--,3:15:22 PM,4/11/2026,
2151,84.2,gf,3.422,mm,OK,--,3:15:22 PM,4/11/2026,
2152,84.8,gf,3.424,mm,OK,--,3:15:22 PM,4/11/2026,
2153,84.7,gf,3.425,mm,OK,--,3:15:22 PM,4/11/2026,
2154,85.5,gf,3.427,mm,OK,--,3:15:22 PM,4/11/2026,
2155,85.5,gf,3.428,mm,OK,--,3:15:22 PM,4/11/2026,
2156,85.4,gf,3.430,mm,OK,--,3:15:22 PM,4/11/2026,
2157,85.9,gf,3.432,mm,OK,--,3:15:22 PM,4/11/2026,
2158,86.3,gf,3.433,mm,OK,--,3:15:22 PM,4/11/2026,
2159,86.4,gf,3.435,mm,OK,--,3:15:22 PM,4/11/2026,
2160,87.4,gf,3.436,mm,OK,--,3:15:22 PM,4/11/2026,
2161,88.1,gf,3.438,mm,OK,--,3:15:22 PM,4/11/2026,
2162,87.7,gf,3.440,mm,OK,--,3:15:22 PM,4/11/2026,
2163,88.6,gf,3.441,mm,OK,--,3:15:22 PM,4/11/2026,
2164,89.1,gf,3.443,mm,OK,--,3:15:22 PM,4/11/2026,
2165,89.3,gf,3.444,mm,OK,--,3:15:22 PM,4/11/2026,
2166,88.9,gf,3.446,mm,OK,--,3:15:22 PM,4/11/2026,
2167,89.2,gf,3.447,mm,OK,--,3:15:22 PM,4/11/2026,
2168,90.4,gf,3.449,mm,OK,--,3:15:22 PM,4/11/2026,
2169,89.9,gf,3.451,mm,OK,--,3:15:22 PM,4/11/2026,
2170,90.2,gf,3.452,mm,OK,--,3:15:22 PM,4/11/2026,
